Customer Name,Part Description,Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W04560,180,1,9,0.56,38800,194,09/17/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Current Tools, Inc","254-170--2-1/2"" Follow Bar",W03933,42,1,32,2.38,38800,194,09/17/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238,0.0000
Emerson Professional Tools Mfg,52047935--Saw Head,W04371,96,27,43,28.13,38800,194,09/17/24,2,0.0521,0.00,0.0000,0.0000,0.03,0.00,0.1042,0.0208,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0313,0.0000
"Jiffy Air Tool, Inc",17671C--Offset Handle,W04258,400,6,4,1.50,38800,194,09/17/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000
Nohr LLC,4555132-C1--Radiator Pipe,W04535,15,2,16,13.33,38800,194,09/17/24,8,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000,0.0000
"QCC, LLC",2626-004--Casting,W03844,100,1,15,1.00,38800,194,09/17/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Quality Machining Services, LLC","VC1404--Mold Block 4"" X 8""",W04613,164,3,85,1.83,38800,194,09/17/24,28,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0183,0.0000
"Quality Machining Services, LLC",17V-00020294--Cast NGG STBD Connector,W04309,70,1,11,1.43,38800,194,09/17/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020295--NGG STBD Corner,W04307,80,2,25,2.50,38800,194,09/17/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020296--Cast NGG Port Connector,W04308,70,1,11,1.43,38800,194,09/17/24,11,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020297--Cast NGG Port Corner,W04306,80,1,13,1.25,38800,194,09/17/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W03461,75,1,12,1.33,38800,194,09/17/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,715513--Pump,W04253,115,1,21,0.87,38800,194,09/17/24,21,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1219--Casting,W04352,50,1,6,2.00,38800,194,09/17/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1573--Cast R120 Gear Housing,W04245-01,100,2,12,2.00,38800,194,09/17/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100,0.0000
"Woodward, Inc",2190-1574--Cast Mounting Plate,W04351-01,28,2,10,7.14,38800,194,09/17/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2529-039--Casting,W04129,10,1,19,10.00,38800,194,09/17/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W04015-01,96,7,114,7.29,38800,194,09/17/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0104,0.0521,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04231-01,160,2,38,1.25,38800,194,09/17/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000
"Algus Packaging, Inc.",ARM-904--Arm,W04504,96,3,3,3.13,54200,271,09/30/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Boyd Industries, Inc",116001062--Recline Pivot Bracket,W04294,120,1,1,0.83,54200,271,09/30/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52086802--Capstan,W04248,500,22,59,4.40,54200,271,09/30/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
N.E.W. Industries,258-1124--Housing,W04304,150,2,10,1.33,54200,271,09/30/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,4N-9968--Plug,W04237,1000,8,2,0.80,54200,271,09/30/24,0,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Quality Machining Services, LLC","VC1404--Mold Block 4"" X 8""",W04613,164,1,28,0.61,54200,271,09/30/24,28,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000
Reliable Equipment Mfg,13403C--Chainsaw Head,W04530,1000,2,3,0.20,54200,271,09/30/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020294--Cast NGG STBD Connector,W04309,70,3,32,4.29,54200,271,09/30/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020295--NGG STBD Corner,W04307,80,1,13,1.25,54200,271,09/30/24,13,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03946,300,5,110,1.67,54200,271,09/30/24,22,0.0033,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W03260,50,9,149,18.00,54200,271,09/30/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000
Twin Disc Incorporated,219976D--Casting,W03937,30,1,21,3.33,54200,271,09/30/24,21,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,237816--Impeller Wheel,W03479,100,4,62,4.00,54200,271,09/30/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
Twin Disc Incorporated,715513--Pump,W04253,115,1,21,0.87,54200,271,09/30/24,21,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W04301-01,420,5,19,1.19,54200,271,09/30/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W04509-01,420,2,8,0.48,54200,271,09/30/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W04482-01,96,3,49,3.13,54200,271,09/30/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104
"Eck Industries, Inc",898245--Cast,W04017,250,7,11,2.80,49000,245,10/01/24,0,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,"5031272.3--4"" Shoe",W04422,30,1,101,3.33,49000,245,10/01/24,101,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
N.E.W. Industries,258-1124--Housing,W04304,150,1,5,0.67,49000,245,10/01/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"PGI Mfg., LLC",7C-7683--Adapter,W04161,1104,23,19,2.08,49000,245,10/01/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000
Pioneer Products,366-5437--Cover,W03701,160,5,75,3.13,49000,245,10/01/24,15,0.0000,0.00,0.0000,0.0313,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Prince Industries,2600-004--Casting,W04317,100,4,64,4.00,49000,245,10/01/24,16,0.0000,0.00,0.0000,0.0400,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2190-1316--Enclosure,W04570,100,1,15,1.00,49000,245,10/01/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2389-063--Casting,W04543,126,4,17,3.17,49000,245,10/01/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Quality Machining Services, LLC","VC1404--Mold Block 4"" X 8""",W04613,164,3,85,1.83,49000,245,10/01/24,28,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061
"Quality Machining Services, LLC",13403C--Chainsaw Head,W04530,1000,16,27,1.60,49000,245,10/01/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0100,0.0000
Reliable Equipment Mfg,27045C--Handle Casting,W04007,300,2,5,0.67,49000,245,10/01/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,13V-023000--Handle,W04644,250,3,5,1.20,49000,245,10/01/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,237816--Impeller Wheel,W03479,100,2,31,2.00,49000,245,10/01/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wehrli Custom Fabrication,WCF204-2--Y-BRIDGE Compressor Tube,W04515,100,2,7,2.00,49000,245,10/01/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W04552-01,420,29,112,6.90,49000,245,10/01/24,4,0.0000,0.00,0.0000,0.0024,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0405,0.0024
"Woodward, Inc",221136--Short Column,W04232,50,1,7,2.00,49000,245,10/01/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W04345-01,72,2,33,2.78,49000,245,10/01/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W04636,80,8,87,10.00,39600,198,10/08/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W04250,100,4,63,4.00,39600,198,10/08/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W04251,100,1,16,1.00,39600,198,10/08/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
Emerson Professional Tools Mfg,"5031279.0--3 1/2"" Shoe",W04626,50,1,80,2.00,39600,198,10/08/24,80,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200
Emerson Professional Tools Mfg,52047935--Saw Head,W04647,100,10,16,10.00,39600,198,10/08/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52086802--Capstan,W04260,500,2,5,0.40,39600,198,10/08/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,366-5437--Cover,W03701,160,1,15,0.63,39600,198,10/08/24,15,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2626-004--Casting,W04027,100,1,15,1.00,39600,198,10/08/24,15,0.0000,0.00,0.0000,0.0100,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Quality Machining Services, LLC","TVC-15010A--1"" Mold Block",W04542,400,10,24,2.50,39600,198,10/08/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
Reliable Equipment Mfg,27045C--Handle Casting,W04007,300,1,3,0.33,39600,198,10/08/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000,0.0000
"The Caldwell Co., Inc",107038/76BB3.5--Casting,W04459,120,4,6,3.33,39600,198,10/08/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,0.0000,0.0000,0.0000,0.0250
"Woodward, Inc","2190-1451--Cast Cover, Varistroke II",W04672-01,10,1,18,10.00,39600,198,10/08/24,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
"Woodward, Inc",221136--Short Column,W04232,50,2,14,4.00,39600,198,10/08/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000
"Woodward, Inc",2582-025--Actuator Body,W04230,30,2,6,6.67,39600,198,10/08/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2613-108--PG Long Column,W04138,100,4,68,4.00,39600,198,10/08/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W04636,80,3,33,3.75,43200,216,10/21/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0375,0.0000
"Ahaus Tool and Engineering, Inc","D010-0013LH--Jumbo Corrugator Carrier, LH",W04634,100,1,21,1.00,43200,216,10/21/24,21,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Buck Overland Inc,PSR--Passenger Side Rear,W04651,48,1,10,2.08,43200,216,10/21/24,10,0.0000,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52027071--Impact Wrench,W04727,240,1,4,0.42,43200,216,10/21/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042
"Quality Machining Services, LLC","VC1404--Mold Block 4"" X 8""",W04613,164,5,142,3.05,43200,216,10/21/24,28,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0305,0.0000
Reliable Equipment Mfg,13403C--Chainsaw Head,W04732,1000,1,2,0.10,43200,216,10/21/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2526-707--Servo Valve,W04193,25,1,18,4.00,43200,216,10/21/24,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04642-01,160,2,38,1.25,43200,216,10/21/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0063
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W03211,100,1,11,1.00,50600,253,10/28/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W03208,100,1,16,1.00,50600,253,10/28/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Bodine Electric Company,33101084--Shield GH Z,W04765,152,1,1,0.66,50600,253,10/28/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066
Bodine Electric Company,34101073--Cast Adaptor Gearhousing,W04674,100,1,6,1.00,50600,253,10/28/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
Emerson Professional Tools Mfg,"5031279.0--3 1/2"" Shoe",W04804,100,2,160,2.00,50600,253,10/28/24,80,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"G&V Machine Company, Inc","84162219--Cover Access, MFD Drop Box",W03148,100,2,8,2.00,50600,253,10/28/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,7N-8781--Cover,W04786,1452,11,7,0.76,50600,253,10/28/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000
Precision Turbo & Engine,PT150 SOLID--Casting,W04808,100,20,335,20.00,50600,253,10/28/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000
"QCC, LLC",2389-063--Casting,W04739,126,2,9,1.59,50600,253,10/28/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2510-027--Casting,W04738,40,1,18,2.50,50600,253,10/28/24,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
Reliable Equipment Mfg,13101--Impact Body,W04009,400,1,2,0.25,50600,253,10/28/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Reliable Equipment Mfg,13403C--Chainsaw Head,W04531,1000,8,13,0.80,50600,253,10/28/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000
Roswell US LLC,17V-00020293--Cast NGG Center,W04472,80,1,64,1.25,50600,253,10/28/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000
Roswell US LLC,17V-00020296--Cast NGG Port Connector,W04470,70,2,21,2.86,50600,253,10/28/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000
Roswell US LLC,17V-00020297--Cast NGG Port Corner,W04468,80,2,25,2.50,50600,253,10/28/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
