Customer Name,Part Description,Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate
"G&V Machine Company, Inc","84162219--Cover Access, MFD Drop Box",W02852,100,2,8,2.00,0,0,01/01/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"G&V Machine Company, Inc","84164345--Housing, MFD Drop Box",W02853,100,4,52,4.00,0,0,01/01/24,13,0.0000,0.04,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,385-6339--Manifold Extension Tube,W02996,17,1,14,5.88,0,0,01/01/24,14,0.0588,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",13900045--Casting,W02976,1000,11,22,1.10,0,0,01/01/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2190-1316--Enclosure,W02898,100,1,15,1.00,0,0,01/01/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Roswell US LLC,17V-00020295--NGG STBD Comer,W03036,90,1,13,1.11,0,0,01/01/24,13,0.0000,0.00,0.0111,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Solar Turbines,954672C2--Casting,W02843,10,1,20,10.00,0,0,01/01/24,20,0.0000,0.00,0.1000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W02814,25,3,35,12.00,0,0,01/01/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W02959-01,360,52,200,14.44,0,0,01/01/24,4,0.0000,0.00,0.0028,0.0000,0.00,0.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0889,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W03101-01,160,3,57,1.88,0,0,01/01/24,19,0.0000,0.00,0.0063,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W02799,300,4,34,1.33,26000,130, 01/15/2024,9,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067
"Doering Company, LLC",400-00-400--Valve,W03295,500,46,90,9.20,26000,130,01/15/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52057853--Valve Body,W03284,56,2,2,3.57,26000,130,01/15/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0357
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03312,1000,23,39,2.30,26000,130, 01/15/2024,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0150
HMC Products,H61311-3--Cast Funnel Retainer,W03309,50,10,22,20.00,26000,130,01/15/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.16,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
HMC Products,13900045--Casting,W02976,1000,27,53,2.70,26000,130,01/15/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
"QCC, LLC",2190-1236--Casting,W03172,100,1,38,1.00,26000,130,01/15/24,38,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"QCC, LLC",2448-057--Casting,W03153,100,6,1,6.00,26000,130,01/15/24,0,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0500
"QCC, LLC",2626-004--Casting,W02939,70,7,106,10.00,26000,130,01/15/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Quality Metal Products, Inc",5361273--Cast Manifold,W02922,125,2,6,1.60,26000,130,01/15/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0080
Roswell US LLC,17V-00020294--Cast NGG STBD Connector,W03038,90,1,11,1.11,26000,130,01/15/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03249,402,17,372,4.23,26000,130,01/15/24,22,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W02814,25,2,24,8.00,26000,130,01/15/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W03117-01,72,2,33,2.78,26000,130,01/15/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W03101-01,160,1,19,0.63,26000,130,01/08/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W03155,100,2,74,2.00,40200,201,01/16/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Acme Industries, Inc",180216-3C--Compressor Housing,W02799,300,1,9,0.33,40200,201,01/16/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02932,300,8,70,2.67,40200,201,01/16/24,9,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033
"Doering Company, LLC",400-00-400--Valve,W03295,500,3,6,0.60,40200,201,01/16/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52047935--Saw Head,W03434,96,2,3,2.08,40200,201,01/16/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.0000
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03312,1000,60,102,6.00,40200,201,01/16/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0320
"Fairbank Morse, LLC",C24072076001*00--Alco Cover,W03072,18,2,28,11.11,40200,201,01/16/24,14,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0556,0.0000,0.0000,0.0556,0.0000
"G&V Machine Company, Inc","84164345--Housing, MFD Drop Box",W02853,100,2,26,2.00,40200,201,01/16/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"PGI Mfg., LLC",7C-7683--Adapter,W02974,800,6,5,0.75,40200,201,01/16/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,0.0000
"QCC, LLC",2190-1236--Casting,W03172,100,4,152,4.00,40200,201,01/16/24,38,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0300
"QCC, LLC",2626-004--Casting,W02939,70,1,15,1.43,40200,201,01/16/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23056--Port Cover,W03325,40,22,117,55.00,40200,201,01/16/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17Z-022000--Starboard Mount GT,W03339,40,2,73,5.00,40200,201,01/16/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SPX Flow US, LLC",61519--Casting,W03266,500,23,66,4.60,40200,201,01/16/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0380,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527A--Cast Turbine Wheel,W02836,25,9,152,36.00,40200,201,01/16/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.32,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",2190-1287--Cast Sogav 105,W03352,350,39,150,11.14,38600,193,01/22/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W02786,180,1,9,0.56,38600,193,01/22/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02932,300,4,35,1.33,38600,193,01/22/24,9,0.0000,0.01,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C.E. Niehoff & Co.,"G167-50--Cover, Rectifier",W03367,100,8,36,8.00,38600,193,01/22/24,5,0.0000,0.05,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0100
Concentric Rockford,"2670466--Adaptor, HE 1000",W03313,1000,28,48,2.80,38600,193,01/22/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0170
Emerson Professional Tools Mfg,52057853--Valve Body,W03289,56,5,5,8.93,38600,193,01/22/24,1,0.0000,0.07,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"G&V Machine Company, Inc","84164345--Housing, MFD Drop Box",W02853,100,9,117,9.00,38600,193,01/22/24,13,0.0000,0.02,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0100
"PGI Mfg., LLC",7C-7683--Adapter,W02974,800,13,11,1.63,38600,193,01/22/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0163,0.0000
Pioneer Products,366-5437--Cover,W02972,100,14,210,14.00,38600,193,01/22/24,15,0.0000,0.00,0.0000,0.0000,0.10,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300
"Production Machine & Tool, LP",M12711111--Crank Case Cover,W02762,50,4,272,8.00,38600,193,01/22/24,68,0.0000,0.02,0.0000,0.0000,0.00,0.00,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2626-004--Casting,W02939,70,15,227,21.43,38600,193,01/22/24,15,0.0000,0.00,0.0000,0.1286,0.03,0.00,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0429,0.0000
Roswell US LLC,17V-00020293--Cast NGG Center,W03337,40,2,64,5.00,38600,193,01/22/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020295--NGG STBD Comer,W03321,80,5,64,6.25,38600,193,01/22/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000
Roswell US LLC,17V-23054--Starboard Cover,W03324,40,2,11,5.00,38600,193,01/22/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2613-108--PG Long Column,W03102,100,5,83,5.00,38600,193,01/22/24,17,0.0000,0.00,0.0000,0.0200,0.00,0.00,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-010--CAT 160/180MM,W03055,100,1,32,1.00,38600,193,01/22/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"Air Squared Manufacturing, Inc",2190-1287--Cast Sogav 105,W03352,350,1,4,0.29,49800,249,02/05/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W02795,120,1,7,0.83,49800,249,02/05/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02932,300,1,9,0.33,49800,249,02/05/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52057853--Valve Body,W03289,56,7,6,12.50,49800,249,02/05/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.0000
Emerson Professional Tools Mfg,52063143--Capstan MTS (G3),W03422,30,2,31,6.67,49800,249,02/05/24,15,0.0000,0.00,0.0000,0.0000,0.07,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03316,1000,33,56,3.30,49800,249,02/05/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0170
"Hart's Diesel, Inc",HD55--Cast Compressor,W03110,200,5,88,2.50,49800,249,02/05/24,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0100
"PGI Mfg., LLC",7C-7683--Adapter,W02974,800,56,46,7.00,49800,249,02/05/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000
"Production Machine & Tool, LP",M12711111--Crank Case Cover,W02762,50,2,136,4.00,49800,249,02/05/24,68,0.0000,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200
"QCC, LLC",2190-1125--Enclosure GS16DR,W03170,22,6,79,27.27,49800,249,02/05/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1818,0.0000
"QCC, LLC",2190-1236--Casting,W03172,100,11,418,11.00,49800,249,02/05/24,38,0.0000,0.00,0.0000,0.1100,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2626-004--Casting,W02939,70,2,30,2.86,49800,249,02/05/24,15,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143
Roswell US LLC,17V-00020294--Cast NGG STBD Connector,W03323,80,2,21,2.50,49800,249,02/05/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
Solar Turbines,954673C2--Casting,W02835,10,3,60,30.00,49800,249,02/05/24,20,0.0000,0.00,0.0000,0.0000,0.00,0.10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527A--Cast Turbine Wheel,W02836,25,1,17,4.00,49800,249,02/05/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
Twin Disc Incorporated,2190-1662--Casting,W02983,60,6,44,10.00,49800,249,02/05/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0833,0.0167
"Woodward, Inc",2489-089--ACR/VLV Housing,W03028,30,6,57,20.00,49800,249,02/05/24,10,0.0000,0.00,0.0000,0.0000,0.00,0.07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1333,0.0000
"Woodward, Inc",2613-108--PG Long Column,W03102,100,1,17,1.00,49800,249,02/05/24,17,0.0000,0.00,0.0000,0.0100,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-010--CAT 160/180MM,W03056,100,4,126,4.00,49800,249,02/05/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W03211,100,4,43,4.00,40800,204,02/06/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Acme Industries, Inc",170301-10C--Cover Fixed Jacket,W02805,300,15,17,5.00,40800,204,02/06/24,1,0.0200,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W02796,180,17,126,9.44,40800,204,02/06/24,7,0.0556,0.00,0.0000,0.0000,0.01,0.00,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0278
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02932,300,5,44,1.67,40800,204,02/06/24,9,0.0067,0.00,0.0000,0.0000,0.00,0.00,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0000
Bodine Electric Company,"32190010--7"" eTorq-Front Shield",W03234,215,15,47,6.98,40800,204,02/06/24,3,0.0093,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0047
Concentric Rockford,2670400--Adapter Casting,W03060,400,2,14,0.50,40800,204,02/06/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Concentric Rockford,52027071--Impact Wrench,W03159,24,1,4,4.17,40800,204,02/06/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0417,0.0000
Emerson Professional Tools Mfq,52047935--Saw Head,W03598,96,6,10,6.25,40800,204,02/06/24,2,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0521,0.0000
Engineered Machine Products Inc,"2670466--Adaptor, HE 1000",W03316,1000,10,17,1.00,40800,204,02/06/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"Hart's Diesel, Inc",HD55--Cast Compressor,W03110,200,5,88,2.50,40800,204,02/06/24,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
"Mid-America Manufacturing, LLC",7095526--Cover,W03232,500,2,1,0.40,40800,204,02/06/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
"QCC, LLC",2190-1015--Cast 75mm Std Flange,W03147,100,19,133,19.00,40800,204,02/06/24,7,0.1500,0.00,0.0000,0.0000,0.01,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100
"QCC, LLC",17V-00020295--NGG STBD Comer,W03321,80,5,64,6.25,40800,204,02/06/24,13,0.0000,0.00,0.0000,0.0000,0.05,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000
"QCC, LLC",17V-00020297--Cast NGG Port Corner,W03320,80,4,45,5.00,40800,204,02/06/24,11,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0375,0.0000
Roswell US LLC,17V-23052--Port Mount,W03498,40,9,476,22.50,40800,204,02/06/24,53,0.0000,0.00,0.0000,0.0000,0.23,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23054--Starboard Cover,W03324,40,14,74,35.00,40800,204,02/06/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3500
Roswell US LLC,17V-23056--Port Cover,W03325,40,13,69,32.50,40800,204,02/06/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3250
